No,Zaman (UTC),Ref1,Kaynak Aç?klama 1,Enlem,Boylam,Derinlik,Sabit Derinlik,Kaynak No 2,Kaynak Aç?klama 2,Tip,Büyüklük,Kaynak No 3,Kaynak Aç?klama 3,Yer
6927,1991-10-04 21:09:16,0, ,36.7694,30.5201,29.10,-,5,ISC,mb,4.0,5,ISC,-
6925,1991-10-02 19:03:55,0, ,37.4388,36.1411,10.00,-,5,ISC,mb,4.1,5,ISC,-
6924,1991-10-02 15:20:26,0, ,40.4646,33.2875,22.30,-,5,ISC,mb,4.2,5,ISC,-
6923,1991-09-26 20:24:09,0, ,37.3370,36.2680,41.30,-,41,EHB,mb,4.7,5,ISC,-
6920,1991-09-19 02:14:10,0, ,36.1372,35.8343,10.00,-,5,ISC,mb,4.2,5,ISC,-
6917,1991-09-14 11:13:01,0, ,37.0960,36.0342,10.00,-,5,ISC,Ml,4.1,14,NEIC,-
6916,1991-09-10 18:59:16,0, ,37.7540,23.3940,172.30,-,5,ISC,mb,4.5,5,ISC,-
6915,1991-09-07 19:55:30,0, ,34.4765,23.7296,41.70,-,5,ISC,mb,4.5,5,ISC,-
6914,1991-09-05 19:23:11,0, ,39.0310,41.5844,49.00,-,5,ISC,mb,4.2,5,ISC,-
6913,1991-09-03 04:38:39,0, ,36.1752,31.8055,113.30,-,5,ISC,mb,4.3,5,ISC,-
6912,1991-08-16 16:38:45,0, ,35.3772,23.6991,46.70,-,5,ISC,mb,4.0,5,ISC,-
6911,1991-08-16 03:40:47,0, ,36.5375,30.7894,10.00,-,5,ISC,Md,4.1,14,NEIC,-
6910,1991-08-14 13:41:40,0, ,35.9918,35.8054,50.60,-,5,ISC,mb,4.4,5,ISC,-
6909,1991-08-13 10:10:26,0, ,36.5525,28.0287,91.10,-,5,ISC,mb,4.1,14,NEIC,-
6908,1991-08-11 08:33:26,0, ,36.1494,35.8835,41.90,-,5,ISC,mb,4.0,5,ISC,-
6907,1991-08-10 08:57:52,0, ,39.9370,42.0511,10.00,-,5,ISC,mb,4.2,5,ISC,-
6906,1991-08-06 15:53:11,0, ,42.3869,43.8787,1.20,-,5,ISC,mb,4.3,5,ISC,-
6905,1991-08-04 15:11:24,0, ,34.5278,34.0859,22.90,-,5,ISC,mb,4.2,14,NEIC,-
6904,1991-07-30 04:50:43,0, ,36.3232,28.2108,47.70,-,5,ISC,mb,4.3,5,ISC,-
6903,1991-07-29 17:01:03,0, ,36.9400,29.2300,10.00,-,5,ISC,mb,4.0,6,Kalafat ve Di?.2011,-
6902,1991-07-29 04:16:19,0, ,36.7382,31.1781,135.50,-,5,ISC,Md,4.1,14,NEIC,-
6901,1991-07-28 09:02:08,0, ,38.6500,26.7100,7.00,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
6900,1991-07-28 03:37:45,0, ,34.5412,23.9729,10.00,*,5,ISC,mb,4.2,5,ISC,-
6899,1991-07-27 15:04:37,0, ,37.2851,29.7161,27.80,-,5,ISC,mb,4.0,5,ISC,-
6898,1991-07-27 14:43:55,0, ,37.2978,29.7378,1.10,-,5,ISC,mb,4.2,5,ISC,-
6897,1991-07-27 11:38:16,0, ,37.2680,29.7260,36.80,-,41,EHB,mb,4.6,5,ISC,-
6896,1991-07-25 08:26:25,0, ,43.1203,31.3012,11.30,-,5,ISC,mb,4.5,5,ISC,-
6895,1991-07-24 18:37:01,0, ,36.4970,43.9930,15.00,-,41,EHB,mb,4.7,5,ISC,-
6894,1991-07-24 10:08:36,0, ,36.5960,44.0230,15.00,-,41,EHB,mb,4.7,5,ISC,-
6893,1991-07-24 09:45:43,0, ,36.6000,44.0640,20.00,-,41,EHB,Mw,5.5,10,HRVD-GCMT,-
6892,1991-07-23 17:45:49,0, ,34.8800,26.0500,43.00,-,41,EHB,mb,4.5,5,ISC,-
6891,1991-07-22 00:49:50,0, ,39.3120,27.9248,12.50,-,5,ISC,mb,4.0,5,ISC,-
6890,1991-07-21 20:16:51,0, ,36.7885,45.1495,35.90,-,5,ISC,mb,4.3,5,ISC,-
6889,1991-07-18 20:40:07,0, ,36.1330,27.1520,101.10,-,41,EHB,mb,4.7,5,ISC,-
6888,1991-07-12 18:56:40,0, ,34.3564,26.3445,66.00,-,5,ISC,mb,4.0,5,ISC,-
6887,1991-07-11 05:58:19,0, ,41.9434,43.6516,33.00,-,5,ISC,mb,4.1,5,ISC,-
6886,1991-07-10 05:55:10,0, ,39.8897,23.3825,22.80,-,5,ISC,mb,4.3,5,ISC,-
6885,1991-07-05 13:52:19,0, ,36.6470,45.2020,10.00,-,41,EHB,mb,4.8,5,ISC,-
6884,1991-07-04 06:26:32,0, ,42.3460,44.1230,15.00,-,41,EHB,Mw,5.4,10,HRVD-GCMT,-
6883,1991-07-01 22:22:52,0, ,34.4207,27.5823,41.10,-,5,ISC,mb,4.1,5,ISC,-
6882,1991-06-30 20:09:22,0, ,42.4350,43.7210,20.00,-,41,EHB,mb,4.7,5,ISC,-
6881,1991-06-26 11:00:37,0, ,39.6029,27.8109,10.60,-,5,ISC,Md,4.2,32,THE,-
6880,1991-06-21 14:42:22,0, ,42.2536,44.1257,7.00,-,5,ISC,mb,4.8,12,MOS,-
6878,1991-06-19 06:40:30,0, ,40.2520,42.9242,43.40,-,5,ISC,mb,4.5,5,ISC,-
6877,1991-06-17 03:04:47,0, ,42.2490,44.0870,10.00,-,41,EHB,mb,4.4,5,ISC,-
6876,1991-06-17 00:26:27,0, ,34.8699,24.4238,21.00,-,5,ISC,mb,5.1,12,MOS,-
6875,1991-06-16 11:07:14,0, ,40.1450,42.8910,35.00,-,41,EHB,mb,4.5,5,ISC,-
6874,1991-06-15 22:08:25,0, ,38.5200,27.1300,8.00,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
6873,1991-06-15 21:33:17,0, ,38.4500,27.1200,12.00,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
6872,1991-06-15 01:11:44,0, ,39.1469,23.4669,10.00,-,5,ISC,mb,4.3,5,ISC,-
6871,1991-06-15 00:59:21,0, ,42.4030,44.0070,9.00,-,41,EHB,Mw,6.2,10,HRVD-GCMT,Gürcistan
6870,1991-06-08 06:14:20,0, ,34.4840,23.8681,10.00,-,5,ISC,mb,4.6,5,ISC,-
6869,1991-06-08 01:12:04,0, ,40.4042,42.8102,50.20,-,5,ISC,mb,4.2,5,ISC,-
6868,1991-06-06 20:17:41,0, ,35.7606,28.2372,10.00,-,5,ISC,Md,4.1,14,NEIC,-
6867,1991-06-05 21:12:33,0, ,38.9670,26.3439,10.00,*,5,ISC,Md,4.0,14,NEIC,-
6866,1991-06-03 10:22:43,0, ,40.0770,42.8420,35.00,-,41,EHB,Mw,5.1,10,HRVD-GCMT,-
6865,1991-06-02 03:11:06,0, ,36.4127,28.4706,14.30,-,5,ISC,mb,4.2,5,ISC,-
6864,1991-05-28 18:26:49,0, ,40.5299,26.4190,8.30,-,5,ISC,mb,4.1,5,ISC,-
6863,1991-05-28 09:27:41,0, ,34.3251,26.3371,53.00,-,5,ISC,mb,4.0,5,ISC,-
6862,1991-05-27 23:49:46,0, ,34.7294,26.2152,5.00,-,5,ISC,mb,4.6,5,ISC,-
6861,1991-05-23 08:41:32,0, ,42.5123,43.2295,5.10,-,5,ISC,mb,4.7,5,ISC,-
6860,1991-05-21 17:37:43,0, ,42.7418,47.8816,59.00,-,5,ISC,mb,5.0,5,ISC,-
6859,1991-05-17 14:14:35,0, ,42.2714,43.7781,5.00,-,5,ISC,mb,4.2,5,ISC,-
6858,1991-05-16 18:27:16,0, ,36.7370,31.1751,129.20,-,5,ISC,Md,4.1,14,NEIC,-
6857,1991-05-15 14:28:51,0, ,42.5150,43.3620,8.30,-,41,EHB,mb,5.0,5,ISC,-
6856,1991-05-14 06:30:17,0, ,38.9349,26.0452,28.00,-,5,ISC,Md,4.1,14,NEIC,-
6855,1991-05-10 20:52:29,0, ,42.3730,43.9150,15.00,-,41,EHB,mb,4.8,5,ISC,-
6854,1991-05-10 20:30:43,0, ,42.5084,43.4100,10.00,-,5,ISC,mb,4.3,5,ISC,-
6853,1991-05-10 01:25:15,0, ,42.5794,43.1891,2.90,-,5,ISC,mb,4.5,5,ISC,-
6851,1991-05-07 09:01:22,0, ,42.5542,43.0958,2.80,-,5,ISC,mb,4.3,5,ISC,-
6850,1991-05-06 02:54:24,0, ,42.3259,43.5147,9.30,-,5,ISC,mb,4.0,5,ISC,-
6849,1991-05-06 01:35:28,0, ,42.5934,43.2264,10.00,-,5,ISC,mb,4.3,5,ISC,-
6848,1991-05-04 04:53:36,0, ,42.1847,43.4884,10.00,-,5,ISC,mb,4.3,5,ISC,-
6847,1991-05-03 23:41:04,0, ,42.5610,43.2650,15.00,-,41,EHB,mb,5.2,5,ISC,-
6846,1991-05-03 20:19:39,0, ,42.6860,43.2440,3.70,-,41,EHB,Mw,5.6,10,HRVD-GCMT,-
6845,1991-05-03 06:12:54,0, ,41.9867,43.8148,33.00,-,5,ISC,mb,4.3,5,ISC,-
6844,1991-05-03 06:08:37,0, ,42.5177,43.3170,6.70,-,5,ISC,mb,4.5,5,ISC,-
6843,1991-05-02 09:44:44,0, ,42.4600,43.5170,15.00,-,41,EHB,mb,4.5,5,ISC,-
6842,1991-05-02 09:00:38,0, ,42.5423,43.7305,25.80,-,5,ISC,mb,4.1,5,ISC,-
6841,1991-05-02 06:54:15,0, ,34.8289,26.5563,23.30,-,5,ISC,mb,4.6,5,ISC,-
6840,1991-05-02 04:30:54,0, ,42.4914,43.1866,10.00,-,5,ISC,mb,4.0,5,ISC,-
6839,1991-05-02 03:42:27,0, ,42.7903,43.5672,10.00,-,5,ISC,mb,4.1,5,ISC,-
6838,1991-05-02 02:18:00,0, ,42.2368,43.8883,10.00,-,5,ISC,mb,4.0,5,ISC,-
6837,1991-05-02 02:07:32,0, ,41.3440,45.1730,10.00,-,14,NEIC,mb,4.3,14,NEIC,-
6836,1991-05-02 01:25:32,0, ,42.4670,43.9370,15.00,-,41,EHB,mb,5.1,5,ISC,-
6835,1991-05-01 23:19:10,0, ,42.4163,43.8800,5.00,-,5,ISC,mb,4.0,5,ISC,-
6834,1991-05-01 05:13:38,0, ,42.5380,43.4860,15.00,-,41,EHB,mb,4.6,5,ISC,-
6833,1991-05-01 03:38:14,0, ,42.4033,43.3441,34.70,-,5,ISC,mb,4.0,5,ISC,-
6832,1991-05-01 03:06:51,0, ,42.4322,43.8177,10.00,-,5,ISC,mb,4.3,5,ISC,-
6831,1991-04-30 16:07:40,0, ,42.5723,43.2338,9.60,-,5,ISC,mb,4.5,5,ISC,-
6830,1991-04-30 15:19:07,0, ,42.4461,43.8958,10.00,-,5,ISC,mb,4.1,14,NEIC,-
6829,1991-04-30 12:44:52,0, ,42.7743,42.8187,10.00,-,5,ISC,mb,4.2,5,ISC,-
6828,1991-04-30 11:15:31,0, ,42.4380,43.5050,15.00,-,41,EHB,mb,4.9,5,ISC,-
6827,1991-04-30 10:39:45,0, ,42.5570,43.2593,10.00,-,5,ISC,mb,4.0,5,ISC,-
6826,1991-04-30 08:32:27,0, ,42.0039,43.6132,10.00,-,5,ISC,mb,4.3,5,ISC,-
6825,1991-04-30 08:29:57,0, ,42.3267,43.5099,10.00,-,5,ISC,mb,4.2,5,ISC,-
6824,1991-04-29 23:32:28,0, ,42.3780,43.9584,3.50,-,5,ISC,mb,4.5,5,ISC,-
6823,1991-04-29 22:28:25,0, ,42.4400,43.7680,15.00,-,41,EHB,mb,4.8,5,ISC,-
6822,1991-04-29 21:24:12,0, ,42.3000,43.6800,15.00,-,41,EHB,mb,4.5,5,ISC,-
6821,1991-04-29 20:32:56,0, ,42.4860,43.3310,15.00,-,41,EHB,mb,5.4,5,ISC,-
6820,1991-04-29 20:24:45,0, ,42.3930,43.7740,15.00,-,41,EHB,mb,4.8,5,ISC,-
6819,1991-04-29 20:12:06,0, ,42.3763,43.9597,10.00,-,5,ISC,mb,4.2,5,ISC,-
6818,1991-04-29 19:44:57,0, ,42.4880,43.8970,15.00,-,41,EHB,mb,4.5,5,ISC,-
6817,1991-04-29 19:19:57,0, ,42.7912,43.9772,10.00,-,5,ISC,mb,4.3,5,ISC,-
6816,1991-04-29 19:07:06,0, ,42.4500,43.7060,2.50,-,41,EHB,mb,4.5,5,ISC,-
6815,1991-04-29 18:30:42,0, ,42.4700,43.8530,10.10,-,41,EHB,Mw,6.1,10,HRVD-GCMT,Gürcistan
6814,1991-04-29 18:23:17,0, ,42.5110,43.7480,8.00,-,41,EHB,mb,5.5,5,ISC,-
6813,1991-04-29 17:54:59,0, ,42.4944,43.9660,10.80,-,5,ISC,mb,4.4,5,ISC,-
6812,1991-04-29 17:21:27,0, ,42.7151,44.1353,10.00,-,5,ISC,mb,4.2,5,ISC,-
6811,1991-04-29 17:10:28,0, ,42.3673,43.4629,10.00,-,5,ISC,mb,4.6,5,ISC,-
6810,1991-04-29 16:58:51,0, ,42.7487,43.5648,10.00,-,5,ISC,mb,4.1,5,ISC,-
6809,1991-04-29 16:49:58,0, ,42.6630,43.9440,10.00,-,5,ISC,mb,4.4,5,ISC,-
6808,1991-04-29 16:48:43,0, ,42.9406,44.2729,10.00,-,5,ISC,mb,4.2,5,ISC,-
6807,1991-04-29 15:28:48,0, ,42.3547,43.3589,23.90,-,5,ISC,mb,4.2,5,ISC,-
6806,1991-04-29 14:43:08,0, ,42.4520,43.8880,15.00,-,41,EHB,mb,5.4,5,ISC,-
6805,1991-04-29 13:49:59,0, ,42.6008,43.3368,10.00,-,5,ISC,mb,4.4,5,ISC,-
6804,1991-04-29 13:27:10,0, ,41.7422,43.9591,10.00,-,5,ISC,mb,4.1,5,ISC,-
6803,1991-04-29 11:59:56,0, ,42.3020,43.9080,15.00,-,41,EHB,mb,4.7,5,ISC,-
6802,1991-04-29 11:51:13,0, ,42.4290,43.7760,20.90,-,41,EHB,mb,5.0,5,ISC,-
6801,1991-04-29 11:10:14,0, ,42.4460,43.8860,15.00,-,41,EHB,mb,4.9,5,ISC,-
6800,1991-04-29 11:04:29,0, ,42.4727,43.9816,5.80,-,5,ISC,mb,4.3,5,ISC,-
6799,1991-04-29 10:52:44,0, ,42.5700,43.9970,15.00,-,41,EHB,mb,4.6,5,ISC,-
6798,1991-04-29 10:30:47,0, ,43.4526,43.5964,10.00,-,5,ISC,mb,4.3,5,ISC,-
6797,1991-04-29 10:19:44,0, ,42.2590,43.6440,15.00,-,41,EHB,mb,4.6,5,ISC,-
6796,1991-04-29 10:15:36,0, ,42.7861,43.9137,17.10,-,5,ISC,mb,4.5,5,ISC,-
6795,1991-04-29 10:01:14,0, ,42.3490,43.8440,15.00,-,41,EHB,mb,4.9,5,ISC,-
6794,1991-04-29 09:59:26,0, ,42.4670,43.3330,15.00,-,41,EHB,mb,4.8,5,ISC,-
6793,1991-04-29 09:37:39,0, ,42.4520,43.8560,15.00,-,41,EHB,mb,4.8,5,ISC,-
6792,1991-04-29 09:12:49,0, ,42.4210,43.6630,17.00,-,41,EHB,Mw,6.9,10,HRVD-GCMT,Gürcistan
6791,1991-04-27 03:31:59,0, ,40.0128,43.6762,10.00,-,5,ISC,mb,4.0,5,ISC,-
6790,1991-04-24 10:54:38,0, ,39.6170,41.1580,35.00,-,41,EHB,mb,4.5,5,ISC,-
6789,1991-04-22 01:20:26,0, ,34.3628,27.4968,19.30,-,5,ISC,mb,4.1,5,ISC,-
6788,1991-04-18 11:56:57,0, ,39.2594,26.5761,10.00,-,5,ISC,mb,4.2,5,ISC,-
6787,1991-04-15 05:36:01,0, ,36.2155,31.1528,71.40,-,5,ISC,Md,4.1,14,NEIC,-
6786,1991-04-10 01:08:45,0, ,37.2990,36.1160,42.30,-,41,EHB,Mw,5.3,10,HRVD-GCMT,-
6785,1991-04-08 20:22:16,0, ,34.7678,27.8576,4.80,-,5,ISC,mb,4.0,5,ISC,-
6784,1991-04-06 11:28:41,0, ,35.7670,28.4165,70.80,-,5,ISC,mb,4.3,5,ISC,-
6783,1991-04-02 12:05:21,0, ,35.4186,23.6161,85.40,-,5,ISC,mb,4.1,5,ISC,-
6782,1991-04-01 18:52:39,0, ,34.5088,27.6663,56.90,-,5,ISC,mb,4.2,5,ISC,-
6781,1991-03-30 23:53:25,0, ,34.4305,23.6045,10.00,-,5,ISC,mb,4.6,5,ISC,-
6780,1991-03-28 02:49:43,0, ,36.1029,27.8468,95.60,-,5,ISC,mb,4.0,5,ISC,-
6779,1991-03-27 22:17:54,0, ,40.4311,45.4332,26.00,-,5,ISC,mb,4.3,5,ISC,-
6778,1991-03-25 08:17:47,0, ,34.4642,24.5178,24.30,-,5,ISC,mb,4.5,5,ISC,-
6776,1991-03-19 21:29:31,0, ,34.8910,26.3120,41.40,-,41,EHB,mb,4.9,5,ISC,-
6775,1991-03-19 20:06:53,0, ,34.8350,26.4130,44.30,-,41,EHB,mb,4.7,5,ISC,-
6774,1991-03-19 12:09:26,0, ,34.8590,26.3260,18.40,-,41,EHB,Mw,5.5,10,HRVD-GCMT,-
6773,1991-03-16 21:44:01,0, ,35.0099,26.9547,46.00,-,5,ISC,mb,4.4,5,ISC,-
6772,1991-03-16 15:26:38,0, ,35.3263,23.4252,40.70,-,5,ISC,mb,4.3,5,ISC,-
6771,1991-03-15 03:24:13,0, ,34.4010,26.3650,21.30,-,41,EHB,mb,5.3,5,ISC,-
6770,1991-03-13 16:31:38,0, ,36.2575,25.3140,128.80,-,5,ISC,mb,4.3,5,ISC,-
6769,1991-03-11 18:33:44,0, ,37.0320,30.9660,112.10,-,41,EHB,Mw,5.1,10,HRVD-GCMT,-
6768,1991-03-09 01:14:23,0, ,35.0132,23.9619,60.60,-,5,ISC,mb,4.3,5,ISC,-
6767,1991-03-08 09:23:13,0, ,40.8504,27.9093,11.00,-,5,ISC,mb,4.5,5,ISC,-
6766,1991-03-04 08:41:51,0, ,38.2626,30.2730,8.00,-,5,ISC,mb,4.0,14,NEIC,-
6765,1991-03-03 08:39:27,0, ,40.6370,29.0780,9.10,-,41,EHB,mb,4.6,5,ISC,-
6764,1991-02-26 22:30:47,0, ,38.4844,26.6658,14.00,-,5,ISC,mb,4.9,5,ISC,-
6763,1991-02-20 23:14:59,0, ,35.2883,29.5044,10.00,-,5,ISC,Md,4.1,15,ATH,-
6762,1991-02-17 13:51:21,0, ,35.7155,27.4566,38.50,-,5,ISC,mb,4.2,5,ISC,-
6760,1991-02-13 14:03:53,0, ,35.2544,23.2605,73.30,-,5,ISC,mb,4.6,5,ISC,-
6759,1991-02-12 09:55:01,0, ,40.7880,28.8440,14.50,-,41,EHB,mb,4.8,5,ISC,-
6758,1991-02-09 18:58:12,0, ,38.6543,31.7852,52.80,-,5,ISC,mb,4.8,5,ISC,-
6757,1991-02-08 13:50:40,0, ,35.2852,23.0458,63.80,-,5,ISC,mb,4.4,5,ISC,-
6756,1991-02-04 19:53:23,0, ,36.1550,31.1536,25.70,-,5,ISC,mb,4.1,14,NEIC,-
6755,1991-02-02 09:09:01,0, ,37.1700,42.5897,21.00,-,5,ISC,mb,4.9,5,ISC,-
6754,1991-02-02 06:54:43,0, ,37.1969,42.5593,26.40,-,5,ISC,mb,4.7,5,ISC,-
6753,1991-01-30 19:42:53,0, ,37.1280,42.6680,11.30,-,41,EHB,mb,4.7,5,ISC,-
6752,1991-01-30 06:30:37,0, ,40.1690,34.0081,20.40,-,5,ISC,mb,4.0,5,ISC,-
6751,1991-01-28 04:07:27,0, ,39.5727,23.7705,10.80,-,5,ISC,mb,4.1,5,ISC,-
6750,1991-01-27 23:23:19,0, ,39.6168,23.7808,10.00,-,5,ISC,mb,4.1,5,ISC,-
6749,1991-01-27 19:50:49,0, ,39.6135,23.8102,22.60,-,5,ISC,mb,4.2,5,ISC,-
6748,1991-01-25 09:03:52,0, ,36.9821,28.8350,2.30,-,5,ISC,mb,4.3,5,ISC,-
6747,1991-01-23 10:35:01,0, ,39.9477,24.0463,10.20,-,5,ISC,mb,4.0,5,ISC,-
6746,1991-01-21 02:50:22,0, ,36.6331,26.2329,10.00,-,5,ISC,mb,4.7,5,ISC,-
6745,1991-01-20 09:22:25,0, ,36.3209,26.3982,144.00,-,5,ISC,mb,4.1,5,ISC,-
6744,1991-01-19 17:32:38,0, ,39.4300,28.0345,19.00,-,5,ISC,Ml,4.0,15,ATH,-
6743,1991-01-16 17:08:31,0, ,37.0986,29.4867,14.00,-,5,ISC,Md,4.0,14,NEIC,-
6742,1991-01-16 06:00:32,0, ,34.4272,32.2355,53.00,-,5,ISC,Md,4.0,14,NEIC,-
6741,1991-01-15 21:01:05,0, ,37.1211,29.4809,1.00,-,5,ISC,mb,5.3,5,ISC,-
6740,1991-01-15 14:05:36,0, ,38.6073,23.7846,23.50,-,5,ISC,mb,4.4,5,ISC,-
6739,1991-01-13 05:11:53,0, ,37.1183,29.5519,6.50,-,5,ISC,mb,4.9,5,ISC,-
6738,1991-01-10 22:55:15,0, ,37.0546,29.5123,28.50,-,5,ISC,Md,4.1,14,NEIC,-
6737,1991-01-07 05:15:14,0, ,40.6902,28.5579,8.30,-,5,ISC,Md,4.0,14,NEIC,-
6736,1991-01-04 08:13:49,0, ,39.9222,30.1670,7.50,-,5,ISC,Md,4.0,15,ATH,-
6735,1991-01-01 00:11:14,0, ,35.3132,27.8398,35.10,-,5,ISC,mb,4.9,5,ISC,-
6733,1990-12-29 13:33:58,0, ,37.8520,27.9792,10.00,-,5,ISC,Ml,4.1,15,ATH,-
6731,1990-12-27 17:40:32,0, ,34.9564,26.4812,54.50,-,5,ISC,mb,4.7,5,ISC,-
6730,1990-12-24 14:51:01,0, ,35.0933,23.4526,61.00,-,5,ISC,mb,4.3,5,ISC,-
6729,1990-12-23 21:28:51,0, ,42.0760,44.3196,33.00,-,5,ISC,mb,4.1,5,ISC,-
6727,1990-12-19 12:39:00,0, ,34.9040,23.3640,39.70,-,41,EHB,mb,4.7,5,ISC,-
6726,1990-12-19 09:46:45,0, ,38.5910,28.0391,6.70,-,5,ISC,mb,4.7,5,ISC,-
6725,1990-12-17 06:47:30,0, ,40.3658,31.3256,10.00,-,5,ISC,mb,4.5,5,ISC,-
6724,1990-12-16 15:45:39,0, ,41.3350,43.7380,15.00,-,41,EHB,Mw,5.4,10,HRVD-GCMT,-
6723,1990-12-13 07:31:52,0, ,34.6507,33.9151,50.10,-,5,ISC,mb,4.3,5,ISC,-
6722,1990-12-13 00:57:40,0, ,36.1373,27.7968,71.90,-,5,ISC,Md,4.0,14,NEIC,-
6721,1990-11-30 11:05:53,0, ,35.2677,26.6572,30.00,-,5,ISC,mb,4.3,5,ISC,-
6720,1990-11-26 19:35:46,0, ,38.3784,36.6042,35.10,-,5,ISC,mb,4.1,5,ISC,-
6719,1990-11-23 23:18:22,0, ,36.3508,26.8509,131.30,-,5,ISC,mb,4.1,5,ISC,-
6718,1990-11-23 06:43:58,0, ,34.6738,32.9471,23.40,-,5,ISC,mb,4.3,5,ISC,-
6717,1990-11-21 23:34:49,0, ,37.5819,26.9365,1.30,-,5,ISC,Md,4.4,14,NEIC,-
6716,1990-11-21 14:02:48,0, ,37.0267,29.6006,19.00,-,5,ISC,mb,5.0,5,ISC,-
6715,1990-11-20 00:58:23,0, ,35.4977,26.6467,13.40,-,5,ISC,Ml,4.0,15,ATH,-
6714,1990-11-19 09:36:23,0, ,36.7923,29.0471,6.40,-,5,ISC,Md,4.2,14,NEIC,-
6713,1990-11-16 21:42:10,0, ,35.5055,23.0189,10.00,-,5,ISC,mb,4.0,5,ISC,-
6712,1990-11-14 12:14:58,0, ,35.2935,26.7313,1.00,-,5,ISC,mb,4.6,5,ISC,-
6711,1990-11-12 11:54:58,0, ,35.1509,27.2114,79.30,-,5,ISC,mb,4.0,5,ISC,-
6710,1990-11-06 15:21:58,0, ,35.8483,35.6162,10.00,-,5,ISC,mb,4.3,5,ISC,-
6709,1990-10-31 04:15:56,0, ,36.2998,29.4678,71.30,-,5,ISC,Md,4.0,14,NEIC,-
6706,1990-10-28 20:46:46,0, ,34.6499,24.0416,67.70,-,5,ISC,mb,4.1,5,ISC,-
6705,1990-10-28 17:12:27,0, ,37.1030,29.8340,10.00,-,14,NEIC,Md,4.4,15,ATH,-
6698,1990-10-24 11:16:44,0, ,39.8444,30.2326,18.20,-,5,ISC,mb,4.3,5,ISC,-
6697,1990-10-23 01:39:34,0, ,43.3229,47.0359,27.20,-,5,ISC,mb,4.4,5,ISC,-
6696,1990-10-19 04:12:01,0, ,38.5348,26.8994,4.90,-,5,ISC,Md,4.0,14,NEIC,-
6695,1990-10-18 23:29:16,0, ,40.2331,33.7625,10.00,-,5,ISC,Md,4.2,14,NEIC,-
6694,1990-10-18 16:55:21,0, ,38.2508,30.9146,8.00,-,5,ISC,Md,4.0,14,NEIC,-
6693,1990-10-17 02:00:53,0, ,37.0473,33.9942,24.30,-,5,ISC,mb,4.2,5,ISC,-
6692,1990-10-13 04:12:07,0, ,40.6997,23.4063,3.60,-,5,ISC,mb,4.3,5,ISC,-
6691,1990-10-12 14:26:05,0, ,34.7780,23.2020,35.70,-,41,EHB,mb,4.5,5,ISC,-
6690,1990-10-12 05:36:16,0, ,38.1744,23.1400,15.60,-,5,ISC,mb,4.3,5,ISC,-
6689,1990-10-12 03:09:47,0, ,34.9576,47.8017,33.00,-,5,ISC,mb,4.3,5,ISC,-
6688,1990-10-09 23:36:51,0, ,34.5662,23.0408,10.00,-,5,ISC,mb,4.0,5,ISC,-
6687,1990-10-07 00:12:52,0, ,37.5163,29.5845,22.80,-,5,ISC,mb,4.3,5,ISC,-
6686,1990-10-04 16:00:45,0, ,37.0331,29.4679,40.20,-,5,ISC,Md,4.0,14,NEIC,-
6685,1990-10-02 20:20:20,0, ,35.2625,23.3238,7.00,-,5,ISC,mb,4.1,5,ISC,-
6684,1990-09-29 16:28:52,0, ,36.4464,28.2228,76.60,-,5,ISC,Ml,4.1,15,ATH,-
6683,1990-09-24 21:45:28,0, ,37.4100,30.5549,10.00,-,5,ISC,mb,4.2,5,ISC,-
6682,1990-09-22 02:46:03,0, ,42.3835,46.3230,33.00,-,5,ISC,mb,4.2,5,ISC,-
6681,1990-09-20 08:15:19,0, ,36.1155,27.2542,10.00,-,5,ISC,Ml,4.0,14,NEIC,-
6680,1990-09-18 04:49:16,0, ,35.0773,27.1230,13.30,-,5,ISC,Ml,4.1,14,NEIC,-
6679,1990-09-13 22:05:13,0, ,39.5387,28.5276,10.00,-,5,ISC,mb,4.3,5,ISC,-
6678,1990-09-12 08:22:15,0, ,36.2206,31.8164,98.10,-,5,ISC,mb,4.0,5,ISC,-
6677,1990-09-09 19:00:39,0, ,39.9107,24.0331,8.00,-,5,ISC,mb,4.8,5,ISC,-
6676,1990-09-09 07:08:57,0, ,35.3267,23.5637,6.90,-,5,ISC,mb,4.7,5,ISC,-
6675,1990-09-08 21:01:42,0, ,37.1394,29.5223,10.00,*,5,ISC,mb,4.7,14,NEIC,-
6674,1990-09-08 18:02:52,0, ,36.4377,26.8831,146.30,-,5,ISC,Md,4.3,14,NEIC,-
6673,1990-09-05 23:34:01,0, ,35.2148,23.0918,26.20,-,5,ISC,mb,4.1,5,ISC,-
6672,1990-09-03 07:56:18,0, ,37.0753,29.6055,18.70,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
6671,1990-09-03 05:35:49,0, ,39.9333,24.0108,5.40,-,5,ISC,mb,4.5,5,ISC,-
6670,1990-09-03 00:04:45,0, ,37.0409,29.5337,19.70,-,5,ISC,mb,4.2,5,ISC,-
6669,1990-09-02 04:02:10,0, ,37.0812,29.4259,10.00,*,5,ISC,Md,4.0,15,ATH,-
6668,1990-09-01 17:24:41,0, ,37.0166,27.9837,7.40,-,5,ISC,mb,4.5,5,ISC,-
